Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2022 [YR2022]
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,40446808510.6383,46680398936.1702
Bahrain,BHR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.00582004702137,3.62574104304482
Bangladesh,BGD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,28.0245241879077,31.0626291222845
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,351231654603.692,460131688909.301
Bangladesh,BGD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,4.593
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.59199639930629,7.69695437176898
Barbados,BRB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,34.9844375400809,42.2546229378198
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,5788288000,6257303500
Barbados,BRB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.41,..
Barbados,BRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.10028964518461,..
Belarus,BLR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,112.454373315916,103.735429826418
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,64410122847.3508,73775179924.603
Belarus,BLR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.165,3.574
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.59815595039854,15.209675274081
Belgium,BEL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,163.172165690893,208.995764540301
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,536726344405.489,593438820508.173
Belgium,BEL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.364,5.57
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.43681956996429,9.597511728725
Belize,BLZ,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,59.0796801071892,66.708820739804
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2388300000,2846700000
Belize,BLZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.053,..
Belize,BLZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.187069385181424,6.27689319447544
Benin,BEN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,48.5280171484594,49.6099635437359
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,14391686309.033,17401746309.2655
Benin,BEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.214,1.685
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.732849371240975,1.35077863583527
Bermuda,BMU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,15.4240640994468,15.6617671481021
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,7423465000,7827980000
Bermuda,BMU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..
Bhutan,BTN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,60.4967627826,77.1160929396826
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2735683570.28851,2898227743.13545
Bhutan,BTN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.72,5.947
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.72643037388832,5.6391667139637
Bolivia,BOL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,45.3377029711301,60.6749417468691
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,40895322843.7851,44008282877.9606
Bolivia,BOL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.682,3.552
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.83954504969026,1.74632872945969
Bosnia and Herzegovina,BIH,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,86.5954147336924,102.104517801747
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,20482608755.379,24534663636.1778
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.692,12.657
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.56278215406123,14.0208440826771
Botswana,BWA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,70.5552122802035,80.7058026297041
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,16725908148.5481,20321958850.0363
Botswana,BWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,20.094,23.615
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.77286442863321,11.665567478802
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,22.1156039339267,32.0904409488135
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1873288205186.45,1951923942083.32
Brazil,BRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.936,9.231
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.73297621216894,9.28010608956873
British Virgin Islands,VGB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,..,..
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,..,..
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
British Virgin Islands,VGB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..
Brunei Darussalam,BRN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,90.1461715241588,140.358773789431
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,13469235348.2211,16681536442.5498
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.6,5.191
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.390522069165529,3.68225030604216
Bulgaria,BGR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,103.455069308217,119.020968355358
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,68631726289.2794,90642851835.8996
Bulgaria,BGR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.23,4.268
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.10372944796781,15.3252589264366
Burkina Faso,BFA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,46.922519234808,53.2512409380684
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,16032813503.3707,18820218690.5948
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.56,1.927
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-3.2333893398333,14.2902354303358
Burundi,BDI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,41.4124658024272,43.9389573715986
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2576518879.82353,3338722827.65691
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.686772170797359,18.8008786664945
Cabo Verde,CPV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.0964706169673,42.9015827241715
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2252177133.74705,2247003347.63376
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.29,..
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.10666674296063,7.93092925430087
Cambodia,KHM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,95.6894069935005,130.710364971126
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,36685356407.7206,39994532959.6074
Cambodia,KHM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.499,..
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.94257500833107,5.34370264895437
Cameroon,CMR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,26.8908571213348,30.3468948595835
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,39667757527.6578,44347206072.5513
Cameroon,CMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.45280214062732,6.24767713343861
Canada,CAN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,52.2909233942246,54.7115474830706
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1743725183672.52,2161483369422.01
Canada,CAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.69,5.28
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.94926902411593,6.80280115341613
Cayman Islands,CYM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,24.8742126901524,27.7994754940629
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,5941896607.58643,6600843963.37585
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..
Central African Republic,CAF,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,34.2591967319944,28.162291512829
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2221301351.43918,2382618615.01694
Central African Republic,CAF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.68537355266787,5.58316735183247
Chad,TCD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,39.8764428005212,52.1666562450084
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,11314951091.7283,12396807588.4082
Chad,TCD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.971939175419317,5.78802687843616
Channel Islands,CHI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,..,..
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,10032440928.3488,11308300346.3725
Channel Islands,CHI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..
Chile,CHL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,49.8226533030541,67.2488836253125
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,278285058719.466,302116539409.03
Chile,CHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.493,8.249
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.55754475703327,11.643866711056
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.05779479128,34.9570348245841
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,14279968506271.7,17881782683707.3
China,CHN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.15,..
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.89923416358227,1.97357555739051
Colombia,COL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,28.5396138086659,38.9227836049346
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,323031701192.84,345329875078.512
Colombia,COL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.28,10.547
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.52301932741447,10.1772313546166
Comoros,COM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,25.438914752831,32.3536193868824
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1195019531.9011,1242519407.77603
Comoros,COM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Comoros,COM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..
"Congo, Dem. Rep.",COD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.8906693580112,41.152527531042
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,51775829877.2088,65801547619.5815
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..
"Congo, Rep.",COG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,55.9361995572389,85.6355451530839
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,13976637779.9763,15817030154.6941
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.20607305781525,3.04344334698478
Costa Rica,CRI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,45.6970886431567,56.7301313535759
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,64417670521.3545,69243626028.5936
Costa Rica,CRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.807,11.325
Costa Rica,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.09604635327807,8.27477490232654
Cote d'Ivoire,CIV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.4231331013285,48.9047518044585
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,60382894697.3557,70173140101.4315
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.401,2.31
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.10686343994188,5.27616724262846
Croatia,HRV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,73.7624588146888,98.4428983780884
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,61467582193.6824,71198635101.9514
Croatia,HRV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.617,6.96
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.771820346498019,10.7805806758686
Cuba,CUB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,11.5665451001473,..
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,103427600000,..
Cuba,CUB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Cuba,CUB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..
Curacao,CUW,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,61.431716533541,83.7674315250816
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,3026124134.07821,3075180834.72417
Curacao,CUW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Curacao,CUW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.62220783425059,..
Cyprus,CYP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,48.0213759720051,53.4862648173744
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,26196667099.5303,30976176886.8521
Cyprus,CYP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.155,6.807
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.250370996758493,8.39548297993334
Czechia,CZE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,147.264613727186,158.591277203331
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,256794209028.77,301831228325.556
Czechia,CZE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.015,2.224
Czechia,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.8478759591805,15.1001651468371
Denmark,DNK,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,60.584570811126,64.7184632603414
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,345401473012.615,401945576107.963
Denmark,DNK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.018,4.434
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.75813157251162,7.6965669988926
Djibouti,DJI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,263.333940411955,222.219290199081
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,3088853638.56832,3674298479.07676
Djibouti,DJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.31925372703827,5.17980847967061
Dominica,DMA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,55.2705689973655,47.4340126759103
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,611537037.037037,607159259.259259
Dominica,DMA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.50462353858141,7.7806152516404
Dominican Republic,DOM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,35.3727394744207,39.3377094409255
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,88941372558.2397,113537368176.13
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.356,5.504
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.81060377042959,8.81109209279587
Ecuador,ECU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,41.7237363355414,56.3592159231978
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,107595829000,116586079000
Ecuador,ECU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.812,3.713
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.266012515466155,3.46616972213077
"Egypt, Arab Rep.",EGY,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,31.3767326661901,30.8234300286898
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,318678815489.749,476747720364.742
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.851,7.344
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.15279959324804,13.8956609775178
El Salvador,SLV,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,65.127446231819,75.7230941213395
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,26881140000,31988920000
El Salvador,SLV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.17,2.999
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.0753241350024612,7.19861615609867
Equatorial Guinea,GNQ,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,65.9971124694013,76.6238545687333
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,11364133549.7478,13687643435.6249
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.53027528964189,4.78671704710803
Eritrea,ERI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.0251599904209,36.337333073942
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,..,..
Eritrea,ERI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..
Estonia,EST,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,107.066163588785,129.302012442238
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,31873748770.0313,38376046174.971
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.514,5.571
